city,latitude,longitude
Agadir,30.42018,-9.59815
Agadir Melloul,30.22492,-7.79601
Agaete,28.10023,-15.69998
Agago,2.83383,33.33361
Agaie,9.0085,6.31821
Agalatovo,60.2195,30.27388
Agallas,40.44867,-6.44176
Agallpampa,-7.98333,-78.55
Agalteca,14.45,-87.26667
Agana Heights Village,13.46559,144.74795
Aganan,10.78333,122.53333
Agapia,47.16667,26.28333
Agapovka,53.2973,59.1348
Agar,23.71177,76.01571
Agara,42.03761,43.82382
Agarak,39.20684,46.5446
Agarak,41.01072,44.46845
Agarak,40.32932,44.07033
Agarakadzor,39.73608,45.35553
Agarbiciu,46.06764,24.19386
Agaro,7.85,36.65
Agarsin,43.48722,82.40722
Agartala,23.83605,91.27939
Agas,46.48333,26.21667
Agasegyhaza,46.84025,19.45208
Agassiz,49.23298,-121.76926
Agat Village,13.38855,144.65852
Agathenburg,53.56065,9.5318
Agawam,42.06954,-72.61481
Agax Obo,46.28644,90.42119
Agay,9.05361,125.58667
Agazzano,44.94726,9.51875
Agbabu,6.58862,4.8343
Agbani,6.30669,7.54862
Agbannawag,17.37641,121.5478
Agbannawag,15.6792,121.0833
Agbor,6.25375,6.1942
Agboville,5.92801,-4.21319
Agcogon,12.06146,121.95911
Agdam,39.99096,46.92736
Agdangan,13.8771,121.91305
Agdas,40.64699,47.4738
Agde,43.31083,3.47583
Agdz,30.69356,-6.44628
Agdzhabedy,40.05015,47.45937
Agege,6.61563,3.33337
Agen,44.2,0.63333
Agenebode,7.10512,6.69381
Ageoshimo,35.97145,139.61382
Ager,42,0.76667
Agerola,40.63771,14.53884
Agethorst,54.01947,9.4359
Ageyevo,54.15883,36.46927
Agfalva,47.68991,16.51658
Aggius,40.92995,9.06517
Aggsbach,48.29404,15.40382
Aggugaddah,17.70016,121.8025
Aghada,51.83917,-8.21222
Aghajari,30.7006,49.8315
Aghavnadzor,39.78607,45.2279
Aghavnadzor,40.58195,44.69581
Aghavnatun,40.23237,44.24974
Aghios Panteleimon,38.11643,23.98182
Aghires,47.16164,23.01764
Aghiresu,46.87209,23.23773
Aghiresu-Fabricei,46.88333,23.25
Aghstafa,41.11889,45.45389
Aghsu,40.57028,48.40087
Agia,39.71901,22.75869
Agia Foteini,35.25459,24.63495
Agia Galini,35.09707,24.68818
Agia Kyriaki,39.52264,20.88358
Agia Marina,37.1543,26.85162
Agia Marina,35.51877,23.93011
Agia Marina,37.82036,23.84424
Agia Paraskevi,39.24806,26.27167
Agia Paraskevi,38.01667,23.83333
Agia Paraskevi,40.4815,23.04863
Agia Triada,39.46361,21.89848
Agia Triada,40.50003,22.87351
Agia Varvara,37.98938,23.66011
Agia Varvara,35.13715,25.00131
Agiasos,39.085,26.37
Agidel',55.9077,53.9355
Agigea,44.08333,28.61667
Agighiol,45.03362,28.87628
Agin,38.94519,38.71198
Aginskoye,55.2586,94.9079
Aginskoye,51.1,114.53
Agio Pnevma,41.10142,23.67992
Agioi Anargyroi,38.03013,23.72379
Agioi Deka,35.06667,24.96667
Agioi Theodoroi,37.9272,23.14084
Agios Andreas,37.34519,22.76466
Agios Athanasios,41.07463,24.24545
Agios Athanasios,40.71598,22.72841
Agios Dimitrios,39.4,21.08333
Agios Dimitrios,37.93333,23.73333
Agios Dimitrios Kropias,37.80612,23.85793
Agios Efstratios,39.53889,24.99167
Agios Georgios,40.60215,22.1943
Agios Georgis,39.72363,19.69969
Agios Ioannis Rentis,37.96491,23.66511
Agios Kirykos,37.61472,26.29444
Agios Loukas,40.71799,22.29545
Agios Matthaios,39.49506,19.87336
Agios Nikolaos,35.19106,25.71524
Agios Nikolaos,40.24926,23.69616
Agios Pavlos,40.64075,22.96039
Agios Petros,40.86725,22.58298
Agios Spyridon,39.14417,20.86292
Agios Spyridon,40.20778,22.44311
Agios Stefanos,38.14657,23.85608
Agios Tychon,34.72606,33.13872
Agios Vasileios,40.66424,23.11373
Agira,37.6558,14.51972
Agirish,61.92472,63.02306
Agkathia,40.55535,22.47083
Aglalana,11.1803,122.6574
Aglasterhausen,49.35694,8.98694
Aglasun,37.64944,30.53417
Aglayan,8.055,125.13417
Agli,41.68602,33.55383
Agliana,43.90246,11.00531
Agliandroni-Paternella,38.1328,13.06884
Agliano,44.79164,8.25124
Agliano Terme,44.79025,8.25044
Aglie,45.368,7.768
Aglientu,41.07906,9.11267
Aglipay,16.4889,121.645
Aglona,56.13333,27.01667
Agna,45.17051,11.95625
Agnadello,45.44516,9.55408
Agnana Calabra,38.30206,16.22718
Agnantero,39.48586,21.84789
Agneaux,49.11905,-1.1061
Agnetz,49.38118,2.38621
Agnibilekrou,7.13113,-3.20415
Agnita,45.96667,24.61667
Agno,45.99863,8.9003
Agno,16.1161,119.7993
Agnone,41.81043,14.37524
Agnosine,45.64969,10.35267
Agny,50.25914,2.76002
Ago Are,8.5,3.41667
Ago-Amodu,8.62314,3.61419
Agogo,6.80004,-1.08193
Agon,41.85574,-1.45233
Agonac,45.29248,0.75025
Agoncillo,42.44667,-2.2898
Agoncillo,13.93556,120.93261
Agoo,16.3228,120.3666
Agoo,16.08333,120.1
Agordo,46.28201,12.03608
Agos,13.3434,123.3983
Agost,38.44003,-0.63836
Agosta,41.98133,13.03499
Agotnes,60.40306,5.01927
Agou,5.98289,-3.94393
Agoura,34.14306,-118.73787
Agoura Hills,34.13639,-118.77453
Agoy,44.1466,39.0373
Agpangi,10.57716,123.4232
Agra,27.18333,78.01667
Agra,46.03668,8.76833
Agrado,2.25725,-75.77142
Agramunt,41.78686,1.09683
Agrate,45.6754,8.56065
Agrate Brianza,45.57431,9.34793
Agrate Conturbia,45.67547,8.55973
Agreda,41.85588,-1.92244
Agres,38.78333,-0.51667
Agrestina,-8.45806,-35.94472
Agri,39.71944,43.05139
Agria,39.34078,23.01258
Agricola Lazaro Cardenas,18.81361,-97.19833
Agries,47.40022,24.13491
Agrigento,37.31065,13.57661
Agrij,47.06685,23.09918
Agrinio,38.62139,21.40778
Agris,47.88075,23.0034
Agrisu Mare,46.27243,21.75558
Agron,37.03023,-3.8287
Agronom,45.14021,39.19484
Agronomos Mexicanos,16.35,-93.53
Agropoli,40.34923,14.99067
Agryz,56.52034,52.99422
Agsungot,10.43444,123.90611
Agua Azul,14.91667,-87.96667
Agua Azul Rancho,14.9,-87.95
Agua Blanca,14.5,-89.65
Agua Blanca,19.22056,-99.47056
Agua Blanca,-6.72343,-76.69643
Agua Blanca,9.66146,-69.10752
Agua Blanca Sur,15.25,-87.88333
Agua Branca,-9.26083,-37.93611
Agua Branca,-5.89222,-42.63611
Agua Buena,7.83465,-80.39405
Agua Caliente,14.88333,-88.81667
Agua Caliente Grande (De Gastelum),26.53762,-108.34814
Agua de Dios,4.37648,-74.66995
Agua de Oro,-31.06661,-64.30017
Agua de Salud,8.50486,-81.46397
Agua Dulce,20.36337,-97.29315
Agua Dulce,18.13909,-94.14527
Agua Dulce,34.49638,-118.32563
Agua Dulce,31.65511,-106.13887
Agua Fria,13.46889,-87.55111
Agua Fria,35.65448,-106.02224
Agua Fria Numero Uno,8.85839,-78.1975
Agua Preta,-8.7075,-35.53056
Agua Prieta,31.33071,-109.54876
Agua Santa del Yuna,19.15072,-69.80069
Agua Senora,22.2375,-101.04222
Agua Verde,22.89339,-105.97479
Agua Zarca,15.63417,-92.14472
Aguacatan,15.34306,-91.31167
Aguachica,8.30844,-73.6166
Aguada,12.81667,123.83333
Aguada,18.37939,-67.18824
Aguada de Cima,40.52291,-8.427
Aguada de Pasajeros,22.3852,-80.84792
Aguadas,5.61161,-75.45624
Aguadilla,18.42745,-67.15407
Aguadulce,37.25273,-4.99269
Aguadulce,36.81409,-2.57235
Aguadulce,8.24183,-80.54609
Aguai,-22.05944,-46.97861
Agualote,15.33528,-88.55306
Aguanga,33.44281,-116.86502
Aguaron,41.33901,-1.27055
Aguas Belas,-9.11139,-37.12306
Aguas Buenas,20.97028,-101.3725
Aguas Buenas,18.2569,-66.10294
Aguas Calientes,16.8425,-99.64056
Aguas Claras,18.25273,-65.6535
Aguas Corrientes,-34.52194,-56.39361
Aguas de Lindoia,-22.47639,-46.63278
Aguas del Padre,14.56667,-87.88333
Aguas Formosas,-17.08222,-40.93583
Aguas Santas,41.21061,-8.5866
Aguas Verdes,-3.48139,-80.245
Aguas Vermelhas,-15.74722,-41.46
Aguasal,41.27495,-4.6529
Aguasay,9.42489,-63.73077
Aguascalientes,21.88234,-102.28259
Aguata,6.01634,7.08782
Aguaton,40.67158,-1.23475
Aguaviva,40.82211,-0.19532
Aguazul,5.17282,-72.54706
Agucadoura,41.43176,-8.78038
Agudo,38.98183,-4.87133
Agudos,-22.46917,-48.9875
Agueda,40.5772,-8.44442
Aguelmous,33.16139,-5.84626
Agugliano,43.54368,13.38574
Agugliaro,45.3251,11.58496
Aguia Branca,-18.98306,-40.74028
Aguiar da Beira,40.81726,-7.54431
Aguie,13.50601,7.77863
Aguilafuente,41.22667,-4.11185
Aguilar,37.51476,-4.65717
Aguilar,15.8884,120.2378
Aguilar de Bureba,42.58974,-3.32913
Aguilar de Campoo,42.79452,-4.25892
Aguilar de Campos,41.98375,-5.18117
Aguilar de Codes,42.61249,-2.38987
Aguilar de Segarra,41.74822,1.62919
Aguilar del Alfambra,40.59027,-0.79589
Aguilar del Rio Alhama,41.96212,-1.9934
Aguilares,-27.4338,-65.61427
Aguilares,13.95722,-89.18972
Aguilas,37.4063,-1.58289
Aguilera,17.81083,-95.015
Aguililla,18.73843,-102.79032
Aguilita,18.0233,-66.53462
Aguilon,41.29467,-1.04634
Aguimes,27.90539,-15.44609
Aguining,10.0861,124.5944
Aguisan,10.1603,122.8615
Aguitu,41.77451,113.13887
Agullana,42.39408,2.84666
Agullent,38.82273,-0.54833
Agulo,28.18778,-17.19678
Agulu,6.10045,7.061
Aguobu-Owa,6.37229,7.27178
Agupit,13.4225,123.32472
Agusan,8.49056,124.73722
Agustin Codazzi,10.03672,-73.23558
Agutaya,11.148,120.9417
Agvali,42.53853,46.11967
Agwara,10.70611,4.58125
Ahadan,-6.9975,113.9426
Aham,48.53333,12.46667
Aham,48.34821,12.16156
Ahar,38.4774,47.0699
Ahau,-12.5,177.05
Ahaus,52.07936,7.01344
Ahausen,53.06667,9.31667
Aheloy,42.64987,27.64838
Aheqi,40.94152,78.44379
Ahero,-0.17462,34.9163
Ahetze,43.40432,-1.57191
Ahfir,34.95368,-2.10027
Ahigal,40.18954,-6.18815
Ahigal de los Aceiteros,40.87231,-6.74702
Ahigal de Villarino,41.15819,-6.38037
Ahillones,38.26667,-5.85
Ahipara,-35.16667,173.16667
Ahiri,19.41386,80.00359
Ahirli,37.23874,32.11881
Ahlat,38.7489,42.48007
Ahlbeck,53.66972,14.18622
Ahlden,52.75968,9.55115
Ahlen,51.76338,7.8887
Ahlerstedt,53.4,9.45
Ahlsdorf,51.54543,11.46655
Ahlstadt,50.53333,10.68333
Ahmadbayli,39.87867,48.39901
Ahmadnagar,19.09457,74.73843
Ahmadpur,23.83009,87.68661
Ahmadpur,18.70622,76.93731
Ahmadpur East,29.14309,71.25976
Ahmadpur Sial,30.67539,71.74828
Ahmedabad,23.02579,72.58727
Ahmetli,38.5196,27.93865
Ahmetli,38.17817,39.85627
Ahneby,54.71667,9.73333
Ahnsbeck,52.61667,10.3
Ahnsen,52.25466,9.10089
Ahoada,5.0828,6.64981
Ahoghill,54.86667,-6.36667
Aholfing,48.95,12.46667
Aholming,48.73542,12.90997
Ahome,25.91985,-109.1732
Ahonglukumu,39.19365,77.32605
Ahorn,50.23333,10.95
Ahoskie,36.28682,-76.98468
Ahram,28.8826,51.2746
Ahraura,25.01579,83.03294
Ahrbruck,50.48515,6.97254
Ahrensbok,54.00862,10.57434
Ahrensburg,53.67515,10.22593
Ahrensfelde,52.57656,13.5797
Ahrenshoft,54.55,9.06667
Ahrenviol,54.53131,9.20683
Ahsen-Oetzen,52.95868,9.07933
Ahtanum,46.55957,-120.62201
Ahuac,-12.06667,-75.35
Ahuacachahue (Ndog'yo Itun Tichi),16.82861,-98.98556
Ahuacatitlan Cuarto y Quinto Cuartel,19.96222,-99.98694
Ahuacatlan,21.05405,-104.48398
Ahuacatlan,20.13722,-98.0075
Ahuacatlan de Guadalupe,21.21472,-99.54056
Ahuachapan,13.92139,-89.845
Ahualulco,22.40019,-101.16614
Ahualulco de Mercado,20.70137,-103.97461
Ahuatlan,18.57276,-98.25692
Ahuatlan,18.57472,-98.25611
Ahuaxintitla,20.25325,-97.89561
Ahuazotepec,20.04535,-98.16332
Ahuehuetitla,20.08444,-98.41667
Ahuehuetzingo,18.68024,-99.30834
Ahuehueyo Primero Centro,21.345,-98.83722
Ahuexotitlan,17.52849,-99.24398
Ahuihuiyuco,17.62958,-99.22738
Ahuille,48.02086,-0.86906
Ahuiran,19.66574,-102.07347
Ahun,46.08594,2.04479
Ahus,55.91667,14.28333
Ahuy,47.36944,5.02089
Ahvaz,31.31901,48.6842
Ahwa,20.75718,73.68626
Ahwahnee,37.3655,-119.72627
Ahwar,13.52019,46.71367
Ai Tu,16.76886,107.16504
Aiani,40.16381,21.81945
Aianteio,37.92135,23.45877
Aibak,36.26468,68.01551
Aibl,46.68333,15.21667
Aibonito,18.13996,-66.266
Aibura,-8.667,122.3319
Aich,47.41667,13.81667
Aicha vorm Wald,48.68333,13.3
Aichach,48.45755,11.13413
Aichelberg,48.63557,9.56373
Aichen,48.23333,10.55
Aicheng,29.08816,115.76168
Aichhalden,48.26667,8.41667
Aichkirchen,48.1,13.78333
Aichstetten,47.89295,10.07837
Aicurzio,45.63998,9.41495
Aidenbach,48.57028,13.09
Aidhausen,50.15,10.43333
Aidipsos,38.87924,23.04691
Aidlingen,48.67849,8.89524
Aidomaggiore,40.17147,8.85679
Aidone,37.41468,14.44542
Aielli,42.08146,13.59113
Aiello Calabro,39.11785,16.16539
Aiello del Friuli,45.87276,13.36038
Aiello del Sabato,40.88847,14.82123
Aielo de Malferit,38.88333,-0.58333
Aieta,39.9278,15.82348
Aifat,-1.1664,132.5015
Aiffres,46.29449,-0.42101
Aigaleo,37.98333,23.68333
Aigen im Ennstal,47.51667,14.13333
Aigen im Muehlkreis,48.64578,13.97109
Aiginio,40.50139,22.54
Aigio,38.24861,22.08194
Aigle,46.3181,6.96457
Aiglemont,49.78031,4.76483
Aiglsbach,48.7,11.71667
Aigne,48.06471,0.11908
Aigre,45.89377,0.00963
Aigrefeuille-sur-Maine,47.07888,-1.40254
Aigua,-34.20498,-54.75665
Aiguafreda,41.76807,2.25051
Aiguaviva,41.9384,2.76217
Aigueblanche,45.50313,6.50806
Aiguees,38.5,-0.35
Aiguefonde,43.49394,2.31686
Aigueperse,46.02284,3.20231
Aigues-Mortes,43.56683,4.19068
Aigues-Vives,43.7379,4.18066
Aiguillon,44.29893,0.3402
Aiguo,47.76635,126.40304
Aigurande,46.43397,1.83026
Aihua,24.41667,100.1
Aihui,49.97946,127.48119
Aija,-9.78105,-77.6094
Aijia,30.62359,111.34614
Aiken,33.56042,-81.71955
Aikmel,-8.5678,116.5305
Aikou,28.32943,108.80271
Ailan Mubage,43.90845,81.33299
Ailano,41.39001,14.20536
Ailertchen,50.6,7.93333
Aileu,-8.72806,125.56639
Ailibugai,38.86667,101.56667
Ailigandi,9.2281,-78.02778
Aillant-sur-Tholon,47.87426,3.35049
Aillevillers-et-Lyaumont,47.92033,6.33775
Ailly-sur-Noye,49.75707,2.36367
Ailly-sur-Somme,49.92886,2.19615
Ailoche,45.69812,8.22133
Ailuk,10.21972,169.97967
Aimadamodo,-10.5822,121.8062
Aimargues,43.68448,4.20999
Aime,45.55559,6.65042
Aimere,-8.8431,120.8579
Aimin,30.64748,118.61724
Aimin,29.44091,115.54164
Aimin,47.58785,126.6797
Aimogasta,-28.56091,-66.80588
Aimores,-19.49583,-41.06389
Ain Arnat,36.18683,5.31347
Ain Beida,35.79639,7.39278
Ain Bessem,36.29333,3.67319
Ain Defla,36.26405,1.9679
Ain Ebel,33.11023,35.40251
Ain el Bya,35.80389,-0.30178
Ain Fakroun,35.97108,6.87374
Ain Kercha,35.92472,6.69528
Ain Oussera,35.45139,2.90583
Ain Sefra,32.75,-0.58333
Ain Smara,36.2674,6.50135
Ain Sukhna,29.60018,32.31671
Ain Taya,36.79333,3.28694
Ain Temouchent,35.29749,-1.14037
Ain Touta,35.37675,5.90001
Ainaloa,19.52694,-154.99306
Ainaro,-8.99241,125.50816
Ainay-le-Chateau,46.71142,2.69245
Ainazi,57.86361,24.35778
Aindling,48.5136,10.95315
Ainet,46.86611,12.70139
Ainong,47.37497,125.71738
Ainring,47.81667,12.95
Ainsa,42.41547,0.14008
Ainsworth,42.55,-99.86262
Ainzon,41.81644,-1.51995
Aioi,34.80361,134.46806
Aipe,3.22222,-75.23667
Aipetu,-8.7953,121.9765
Aipi,23.2282,114.63844
Aiquile,-18.20408,-65.18068
Air Bangis,0.2018,99.37985
Air Force Academy,38.99425,-104.86375
Airaines,49.96826,1.94266
Airali,44.8167,7.25157
Airasca,44.91719,7.48322
Airbuaya,-3.103,126.4207
Airdrie,51.30011,-114.03528
Airdrie,55.86602,-3.98025
Aire-la-Ville,46.19057,6.04287
Aire-sur-la-Lys,50.63871,2.39876
Airmadidi,1.42804,124.97774
Airmata,-10.1663,123.5777
Airmolek,-0.37001,102.29221
Airmont,41.10093,-74.11625
Airmyn,53.72074,-0.89959
Airnona,-10.1814,123.5847
Airola,41.05871,14.55924
Airole,43.87092,7.55414
Airoli,19.15096,72.99625
Airolo,46.52847,8.60881
Airport West,-37.7247,144.88126
Airsagu,-10.1999,123.58
Airsuning,-8.6508,116.8547
Airth,56.06983,-3.77209
Airuk,7.27717,168.8203
Airuno,45.75352,9.42765
Airvault,46.82533,-0.13634
Airway Heights,47.64461,-117.59327
Aisai,35.16349,136.73222
Aiseau,50.41158,4.58671
Aiserey,47.17229,5.1626
Aislingen,48.50648,10.45778
Aisone,44.31392,7.21963
Aistala,23.18,88.58
Ait Yahia,36.58907,4.33505
Aita Mare,45.96667,25.55
Aitape,-3.15341,142.3629
Aitern,47.8,7.9
Aitianba,28.16667,104.16667
Aitinyo,-1.3119,132.3447
Aitkin,46.53301,-93.71025
Aitoliko,38.43704,21.35358
Aiton,45.56048,6.26053
Aiton,46.68333,23.73333
Aitona,41.48333,0.46667
Aitrach,47.93333,10.08333
Aitrang,47.81667,10.53333
Aiud,46.31006,23.72128
Aiudul de Sus,46.31653,23.69053
Aix-en-Othe,48.22391,3.73425
Aix-en-Provence,43.5283,5.44973
Aix-les-Bains,45.68338,5.92241
Aix-Noulette,50.42568,2.70554
Aixe-sur-Vienne,45.79862,1.13884
Aiximan,39.27711,76.51478
Aiyira,38.14846,22.35426
Aizarnazabal,43.25591,-2.23607
Aizawl,23.72894,92.71791
Aizenay,46.74004,-1.60834
Aizhai,28.32623,109.59452
Aizi,24.61803,113.98885
Aizkraukle,56.60477,25.25534
Aizpute,56.71667,21.6
Aja,30.94162,31.29039
Ajaawa,7.93118,4.12654
Ajaccio,41.92723,8.73462
Ajacuba,20.0917,-99.12246
Ajaigarh,24.89879,80.25921
Ajain,46.20635,1.9985
Ajak,48.17664,22.06273
Ajaka,7.17416,6.82535
Ajalli,6.04427,7.20864
Ajalpan,18.37831,-97.25767
Ajalvir,40.53205,-3.47841
Ajamil,42.16705,-2.48752
Ajaokuta,7.56229,6.65497
Ajasse Ipo,8.23333,4.81667
Ajax,43.85012,-79.03288
Ajdabiya,30.75545,20.22625
Ajdir,34.74347,-3.97582
Ajdovscina,45.88601,13.90946
Ajegunle,6.45197,3.33115
Ajijic,20.30325,-103.25476
Ajingi,11.96826,9.03679
Ajjampur,13.72677,76.00418
Ajka,47.10196,17.55892
Ajman,25.41111,55.43504
Ajmer,26.44976,74.64116
Ajnala,31.84473,74.76295
Ajo,32.37172,-112.86071
Ajodhya,26.79909,82.2047
Ajofrin,39.71088,-3.9822
Ajoyani,-14.1,-70.2
Ajra,16.11601,74.21097
Ajuchitlan,20.70713,-100.02008
Ajuchitlan del Progreso,18.15189,-100.48353
Ajung,-8.2059,113.656
Ajung,-8.1335,113.8207
Ajuterique,14.38333,-87.7
Ajuy,11.1724,123.0197
Ak-Dovurak,51.18333,90.6
Ak-Say,39.87438,70.52211
Ak-Suu,42.49948,78.52702
Ak-Suu,39.89877,69.3716
Ak-Tatyr,39.9599,70.48451
Ak'ordat,15.54798,37.88291
Akaa,61.16667,23.86667
Akabira,43.55139,142.05306
Akademgorodok,54.8523,83.106
Akademicheskoe,60.01375,30.39471
Akademija (Kaunas),54.8964,23.82411
Akaki,35.13341,33.12873
Akalgarh,29.82074,75.89078
Akalkot,17.52532,76.20611
Akaltara,22.02463,82.42641
Akamkpa,5.31246,8.35515
Akankpa,5.1264,8.1898
Akanran,7.28124,4.02553
Akarakar,-8.2214,116.3428
Akarp,58.23333,13.65
Akarsu,39.92878,38.61382
Akarsu,37.23549,41.06068
Akashi,34.63333,134.98333
Akaszto,46.69167,19.20423
Akat Amnuai,17.59639,103.9816
Akbarabad,29.2464,52.7793
Akbarpur,26.42953,82.53431
Akbarpur,26.38371,79.94926
Akbou,36.4575,4.53494
Akcaabat,41.02121,39.57146
Akcadag,38.33899,37.97021
Akcakale,36.71111,38.9475
Akcakent,39.62278,34.09583
Akcakisla,39.53818,36.33626
Akcakoca,41.08663,31.11623
Akcaova,37.50278,28.02667
Akcaova,41.03803,29.9522
Akcapinar,38.94889,38.94583
Akcasir,38.44722,41.26513
Akcay,36.60217,29.74626
Akdag,40.71235,35.97605
Akdagmadeni,39.66028,35.88361
Akdala,42.98861,81.38
Akdepe,42.05513,59.37877
Akdere,36.24083,33.75041
Akdiken,36.725,39.30861
Ake-Eze,5.91677,7.67615
Akebielidou,46.21659,83.43329
Aken,51.85274,12.04461
Akers Styckebruk,59.25,17.08333
Akersberga,59.47944,18.29967
Aketi,2.73877,23.78326
Akhaldaba,41.65395,42.15163
Akhalgori,42.12597,44.48333
Akhalk'alak'i,41.40514,43.48629
Akhaltsikhe,41.63901,42.98262
Akhfennir,28.09455,-12.05157
Akhisar,38.91852,27.84006
Akhmet'a,42.03111,45.2075
Akhmim,26.56217,31.74503
Akhnur,32.86667,74.73333
Akhtanizovskaya,45.32128,37.10071
Akhtarin,36.51072,37.33571
Akhtopol,42.1,27.95
Akhtubinsk,48.27955,46.17217
Akhty,41.45968,47.73123
Akhtyrskiy,44.8546,38.3031
Akhunovo,54.2079,59.6017
Akhuryan,40.78003,43.90027
Aki,33.5,133.9
Akil,20.26547,-89.34787
Akim Oda,5.92665,-0.98577
Akim Swedru,5.8938,-1.01636
Akinci,37.17398,40.85406
Akincilar,37.76444,38.82308
Akincilar,40.07172,38.3433
Akinima,5.08536,6.46633
Akirkeby,55.0708,14.91978
Akita,39.71667,140.11667
Akitashi,39.71667,140.1
Akividu,16.58225,81.38112
Akjoujt,19.69694,-14.41639
Akkarampalle,13.65,79.42
Akkaya,41.21913,33.48487
Akkent,38.15268,29.3789
Akkisla,39.00222,36.17381
Akko,10.28899,10.9732
Akkol',48.77177,53.1858
Akkol',53.29617,69.59997
Akkoy,37.95694,29.07813
Akkoy,37.49139,27.26944
Akkrum,53.05024,5.83087
Akkus,40.79306,37.01639
Akle,15.0482,121.0733
Aklera,24.41288,76.56719
Akmene,56.25,22.75
Akmese,40.84929,30.19822
Aknada,42.40155,46.17228
Aknalich,40.14315,44.1498
Aknashen,40.09551,44.28604
Akniste,56.16152,25.74783
Aknoul,34.65371,-3.86754
Akodia,23.38055,76.59831
Akodo,6.43787,3.9309
Akola,20.70957,76.9981
Akom II,2.78333,10.56667
Akono,3.5,11.33333
Akonolinga,3.76667,12.25
Akora,34.00361,72.12611
Akoren,37.45345,32.3707
Akot,21.0963,77.0588
Akouda,35.8691,10.5653
Akoupe,6.38423,-3.88759
Akpafa,7.47192,6.14979
Akpazar,38.84625,39.66833
Akpet Central,5.62105,8.10163
Akpinar,39.45005,33.96484
Akpinar,37.57389,38.22077
Akraifnia,38.45,23.21667
Akranes,64.32179,-22.0749
Akrata,38.15469,22.3183
Akrehamn,59.26053,5.18689
Akrini,40.43492,21.90609
Akrolimni,40.6802,22.2645
Akron,42.82888,-96.55948
Akron,41.03838,-86.02805
Akron,43.02089,-78.4953
Akron,41.08144,-81.51901
Akron,40.15676,-76.20217
Akron,40.16054,-103.21438
Akropong,5.97462,-0.08542
Aksakal,40.14725,28.1068
Aksakovo,43.25,27.81667
Aksakovo,54.03333,54.15
Aksar,38.1,42.53333
Aksar,40.64651,42.3391
Aksaray,38.37255,34.02537
Aksarayskiy,46.79244,48.01188
Aksarka,66.56056,67.7975
Aksay,47.25838,39.86675
Aksay,43.37254,46.44497
Aksdal,59.42408,5.44553
Aksehir,38.3575,31.41639
Akseki,37.04861,31.79
Aksha,50.28139,113.28667
Aksu,52.07287,76.9039
Aksu,42.4219,69.82795
Aksu,37.79889,31.07111
Aksu,36.95389,30.84778
Aksu,40.08964,38.03467
Aksuat,48.71667,83.7
Aksum,14.12448,38.72444
Aktanysh,55.72156,54.08293
Aktash,50.3,87.73333
Aktau,43.64806,51.17222
Aktau,48.03333,72.83333
Aktepe,36.70161,36.48535
Aktogay,48.16667,75.3
Aktsyabrski,52.644,28.8801
Aktuzla,39.33012,42.28533
Aktyubinskiy,54.81372,52.80559
Aku,6.70902,7.31826
Akubala,-8.26135,125.13838
Akune,32.01667,130.2
Akunk',40.26883,44.68481
Akunk',40.15886,45.72568
Akure,7.25256,5.19312
Akureyri,65.68353,-18.0878
Akusha,42.26885,47.34114
Akutan,54.13556,-165.77306
Akwanga,8.91077,8.40655
Akwatia,6.04024,-0.80876
Akwete,4.88688,7.35686
Akwukwu-Igbo,6.35753,6.59066
Akyaka,40.74093,43.61432
Akyazi,40.685,30.62222
Akyurt,40.13512,33.08614
Akzhal,49.69244,75.58438
Akziyaret,37.35328,38.79609
Al,60.63024,8.56071
Al 'Aziziyah,32.53194,13.0175
Al 'Ula,26.60853,37.92316
Al `Abr,16.13333,47.23333
Al `Alamayn,30.83007,28.95502
Al `Amadiyah,37.09214,43.48769
Al `Amarah,31.83588,47.14399
Al `Amud,14.72103,45.20676
Al `Anan,16.72189,44.31252
Al `Annazah,35.19503,36.06571
Al `Aqabah,14.27179,44.78699
Al `Aqir,14.56816,45.91156
Al `Araqa,32.47057,35.20027
